Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
32I,PM,10072018,Adult,Gray,False,False,True,True,True,False,False,False,True,False,True,False
29A,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40G,PM,10132018,Adult,Gray,True,False,False,True,False,False,False,False,False,True,False,False
42F,PM,10172018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,True,False
04D,PM,10082018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
40I,AM,10182018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,True,False
26A,PM,10062018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,False,False
42F,PM,10172018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,True,False
21B,AM,10192018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
39C,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
16B,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
37D,PM,10142018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,False
09A,AM,10132018,Juvenile,Gray,False,True,False,True,False,False,False,False,False,False,True,False
20E,AM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
30I,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
11E,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
13D,AM,10142018,Adult,Gray,True,False,False,False,True,False,False,False,True,False,False,True
05E,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
32I,PM,10072018,Adult,Unknown,False,False,True,False,False,False,False,False,True,False,True,False
01I,PM,10122018,Adult,Gray,False,False,False,True,False,False,False,True,False,False,False,True
20C,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
04C,AM,10062018,Juvenile,Gray,False,False,True,True,True,False,False,False,False,False,True,False
20B,PM,10132018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,True,False
03F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
22F,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
04H,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
03B,PM,10072018,Juvenile,Gray,False,False,True,True,False,False,False,False,False,False,True,False
36F,PM,10122018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,True,False
06G,PM,10202018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,True,False
21D,PM,10082018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,True
09H,AM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
03E,PM,10082018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
01B,PM,10192018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,False,False
13A,AM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
22A,PM,10172018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,False
20F,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
31B,PM,10072018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,False
40F,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
05B,AM,10082018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
33C,AM,10122018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,True,False
34H,PM,10062018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
30F,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,False,True
34I,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
39E,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
16A,PM,10192018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
12F,AM,10202018,Adult,Cinnamon,True,False,False,True,False,False,False,False,True,False,False,False
09C,PM,10062018,Adult,Black,False,False,False,True,False,False,False,False,False,False,False,True
07F,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
37G,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
33H,AM,10192018,Adult,Cinnamon,False,False,False,False,False,False,False,False,False,False,False,False
12F,AM,10202018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,False,False
37B,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
42F,AM,10192018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
10D,AM,10082018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True
18H,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
39E,AM,10182018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,True
04C,PM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
15B,PM,10172018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
18I,PM,10072018,Juvenile,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
16E,AM,10142018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,True
03B,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
02B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
09C,PM,10062018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,False
20A,AM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
16E,PM,10182018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
01C,AM,10122018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,False,True
16E,AM,10142018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,False
28D,AM,10122018,Adult,Cinnamon,True,False,False,False,True,False,False,False,True,False,False,False
14A,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
15G,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
14H,PM,10122018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
13C,PM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,True,False
03C,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
32E,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
21B,AM,10192018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
21E,AM,10172018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
40C,PM,10062018,Adult,Black,True,False,False,False,False,False,False,False,False,False,False,True
42H,PM,10142018,Adult,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
05A,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
32B,PM,10102018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,False
34A,PM,10132018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
03I,AM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
01H,PM,10132018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
42G,PM,10142018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
07B,AM,10082018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
01G,AM,10062018,Adult,Gray,False,True,False,False,True,False,False,False,True,False,True,False
09A,AM,10132018,Juvenile,Cinnamon,True,True,False,False,False,False,False,False,False,False,True,False
16H,PM,10142018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,True,False
14E,AM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
14D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
21C,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,True,False
16A,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
21D,AM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
09F,AM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
20F,PM,10072018,Juvenile,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,True
03E,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,True,False,True,False,True
38H,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
09H,PM,10182018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,False
14B,PM,10142018,Unknown,Gray,False,False,False,True,True,False,False,False,False,True,False,False
13E,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
21C,AM,10142018,Adult,Gray,False,True,True,False,False,False,True,False,False,False,False,False
42C,PM,10132018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,True
32D,PM,10062018,Juvenile,Gray,True,False,False,False,False,False,False,False,True,False,True,False
01A,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
18D,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
07H,AM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
13H,PM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
21G,AM,10142018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
23A,AM,10182018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
21D,PM,10082018,Unknown,Gray,False,False,True,False,False,False,False,False,False,True,False,False
22H,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
05F,AM,10072018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
22F,PM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
06E,PM,10102018,Adult,Cinnamon,False,True,False,True,False,False,False,False,False,False,True,False
32D,PM,10062018,Adult,Gray,True,False,False,True,False,False,False,False,True,False,False,True
39F,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
18G,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
02B,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
13A,PM,10142018,Unknown,Gray,False,False,False,True,False,False,False,False,False,False,False,False
04D,PM,10082018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
40A,PM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
12H,PM,10072018,Unknown,Gray,False,False,False,True,False,False,False,False,False,False,True,False
13D,AM,10142018,Adult,Cinnamon,False,True,False,False,True,False,False,False,False,False,True,False
28B,PM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
01G,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,True,False,False
39F,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
10B,PM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
21H,PM,10182018,Adult,Gray,False,False,True,False,False,True,False,False,False,False,True,False
05F,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
03I,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
11H,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
13E,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
04D,PM,10082018,Adult,Cinnamon,False,False,True,False,True,False,False,False,False,True,False,False
32A,AM,10182018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
13D,AM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
