Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
28D,AM,10122018,Adult,Black,True,False,False,False,False,False,False,False,False,False,True,False
21A,AM,10192018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,True,False
22G,AM,10182018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
11D,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
16F,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
09E,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
39G,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
26A,PM,10062018,Juvenile,Gray,False,False,False,False,True,False,False,True,False,False,False,True
16A,PM,10192018,Juvenile,Gray,True,False,False,False,False,False,False,False,True,False,False,True
14B,PM,10142018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,False
32C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
08H,PM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
23A,AM,10182018,Juvenile,Black,False,False,False,True,False,False,False,False,False,False,True,False
08I,AM,10062018,Adult,Gray,True,False,False,False,True,False,False,True,False,False,True,False
19C,PM,10182018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,True,False
21H,PM,10182018,Juvenile,Gray,False,True,False,False,False,False,False,True,False,False,True,False
03D,PM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
39I,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,True,False,False
17D,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
07H,PM,10062018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,True,False
06E,PM,10102018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
10A,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
10H,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
20C,PM,10182018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,False
40B,AM,10192018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,True
13D,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
31D,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
12E,PM,10182018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,True
18I,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
18F,PM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
08B,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
33E,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
03B,AM,10102018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,False,True
01D,AM,10062018,Juvenile,Gray,True,False,True,False,True,False,False,False,True,False,False,False
16D,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
06A,PM,10122018,Adult,Cinnamon,True,True,True,False,False,False,False,False,False,False,False,False
08I,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
15E,AM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,False,True
25I,PM,10072018,Unknown,Unknown,False,False,False,False,False,False,True,False,False,False,False,False
01D,AM,10062018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,False
03F,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
22B,AM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
32A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
27I,AM,10072018,Adult,Cinnamon,False,False,True,True,False,False,False,False,False,False,False,True
31A,PM,10172018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,False
08D,AM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
15G,AM,10082018,Adult,Gray,False,True,False,False,False,True,False,False,False,False,False,False
15D,PM,10172018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
01B,AM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
14E,AM,10082018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,True,False
04C,PM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
11I,PM,10122018,Adult,Gray,True,False,True,False,True,False,False,False,False,False,False,False
07F,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
28A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
16F,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
41E,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
25I,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
42C,PM,10132018,Adult,Gray,False,False,False,True,False,True,False,False,False,False,True,False
07H,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
34A,AM,10122018,Adult,Gray,True,True,True,False,False,False,False,False,False,False,True,False
20F,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
08E,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
06B,AM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
04C,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
14C,PM,10062018,Adult,Gray,False,False,True,False,False,False,True,False,False,False,False,True
01B,PM,10192018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
21A,AM,10192018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38C,PM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,True
36A,PM,10132018,Unknown,Gray,False,False,False,False,False,False,False,False,True,False,True,False
14C,PM,10062018,Adult,Gray,False,False,False,True,False,False,False,False,True,False,True,False
02B,PM,10132018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
08I,AM,10062018,Adult,Gray,True,True,False,False,False,True,False,False,False,False,True,False
40C,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
34B,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
40B,AM,10192018,Juvenile,Gray,False,False,True,False,True,False,False,False,False,True,True,False
31H,PM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
16F,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
05B,PM,10132018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
04E,AM,10202018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
22C,PM,10062018,Juvenile,Gray,False,False,True,False,False,True,False,False,False,False,False,False
04B,AM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,True,False,False
07F,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
05B,PM,10132018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,False
02F,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,True,False
42D,PM,10132018,Adult,Cinnamon,False,True,False,False,True,False,False,False,False,False,True,False
07F,AM,10082018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
42D,AM,10142018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
14A,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
14F,PM,10122018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
32B,PM,10102018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
06C,AM,10072018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
39F,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
18I,PM,10072018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,True,False
30E,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
21E,AM,10172018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
08C,AM,10072018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
38A,AM,10192018,Adult,Gray,True,True,True,False,False,False,False,False,False,False,True,False
02A,AM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,False,False
38E,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
21G,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
03F,AM,10062018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
02F,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
08D,PM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,True
22G,AM,10182018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,True
08E,AM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
35A,PM,10132018,Unknown,Gray,False,False,False,True,True,False,False,False,False,False,False,True
08A,AM,10132018,Juvenile,Unknown,True,True,False,True,True,False,False,False,False,True,False,False
08D,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
01I,PM,10122018,Juvenile,Gray,False,False,True,False,False,True,False,False,False,False,False,True
35A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
26I,PM,10102018,Adult,Gray,False,False,True,True,True,False,False,False,True,False,True,False
07H,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
07C,PM,10202018,Adult,Gray,False,True,False,False,False,False,True,False,False,False,False,False
16C,AM,10142018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
36I,PM,10072018,Juvenile,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,True
37B,AM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
08C,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
02I,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
41D,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
07I,PM,10132018,Adult,Cinnamon,True,False,False,True,False,False,False,True,False,False,False,False
10G,PM,10172018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,True,False
07B,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
14A,PM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,True,False
33G,AM,10132018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,True
21E,PM,10122018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
14D,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
37I,AM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
08E,PM,10082018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,False
33B,PM,10102018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,False,True
22C,PM,10062018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,False
03B,PM,10072018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,True,False
02C,PM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
12G,PM,10072018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,False,False
10A,AM,10062018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,True,False,False
09B,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,True,False,False,True
42I,PM,10142018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,True
21A,AM,10192018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,False,False
06C,AM,10072018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
19B,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
40D,PM,10132018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,True
06C,PM,10202018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
08D,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
08I,AM,10062018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
04A,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,True,True,False,True,False
05E,AM,10082018,Adult,Gray,True,False,False,False,True,False,False,False,False,True,False,False
38E,AM,10102018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,True
17D,AM,10082018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,True,False
09E,AM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
39B,PM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,True
22F,PM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
18H,PM,10142018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
02G,PM,10072018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,True,False
14F,PM,10122018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
09I,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
22I,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
29B,PM,10102018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,True,False,False
11B,PM,10142018,Juvenile,Gray,False,True,False,False,False,False,False,False,False,False,False,False
32E,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
02D,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
37E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
37B,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
30I,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
33I,PM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
18I,PM,10072018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,False,False
23F,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
02F,PM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
01C,PM,10132018,Adult,Cinnamon,False,False,True,False,True,False,False,False,False,True,False,False
30B,AM,10072018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,False,False
18E,PM,10062018,Juvenile,Gray,True,False,False,False,True,False,False,False,False,False,False,False
39A,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
04E,PM,10082018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
15G,PM,10192018,Adult,Unknown,False,True,False,False,False,False,False,False,True,False,False,False
41E,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
34C,PM,10122018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,True,False
19B,PM,10182018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
07E,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
26I,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
03H,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
32D,AM,10132018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,True,False
14E,AM,10082018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,True,False
36E,PM,10122018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
31B,PM,10072018,Adult,Gray,False,True,True,False,False,False,False,False,False,False,False,True
19A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
27B,PM,10062018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,True
15D,AM,10072018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
04E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
37E,PM,10062018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
21H,PM,10182018,Adult,Gray,False,False,False,False,True,False,False,False,True,True,False,False
09A,AM,10132018,Juvenile,Gray,False,True,False,True,False,False,False,False,False,False,True,False
15I,PM,10122018,Juvenile,Gray,True,False,False,False,True,False,False,False,False,False,False,False
36B,AM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
35A,AM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
04C,AM,10062018,Juvenile,Gray,False,False,False,True,True,False,False,False,True,False,True,False
34I,AM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
04E,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
03A,PM,10172018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
04A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
09B,AM,10102018,Juvenile,Gray,False,False,True,False,True,False,False,False,True,False,False,True
03G,AM,10082018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,True,False
01B,AM,10122018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,True,False
12E,AM,10172018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
15F,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40D,AM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
07F,PM,10122018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
32F,AM,10122018,Adult,Gray,False,False,False,False,False,False,False,False,False,True,False,True
02B,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
12A,AM,10082018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
04A,AM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
14I,PM,10182018,Adult,Cinnamon,False,False,False,True,True,False,False,False,True,True,False,False
09I,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
10H,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
02C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
08B,AM,10072018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,True,False
04A,PM,10072018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
22A,PM,10172018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,False
08A,PM,10142018,Juvenile,Gray,False,False,True,True,False,False,False,False,False,False,False,True
03E,PM,10082018,Adult,Gray,True,False,True,False,False,False,False,False,False,False,False,True
37I,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
38E,PM,10142018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
10C,AM,10182018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
20G,AM,10182018,Juvenile,Gray,False,False,False,False,False,False,False,False,False,False,True,False
12H,PM,10072018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,False,True
35B,AM,10102018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
17I,AM,10142018,Adult,Cinnamon,True,False,True,True,False,False,False,False,False,False,True,False
41B,AM,10102018,Adult,Cinnamon,True,False,False,False,False,False,False,False,False,False,False,False
08E,PM,10082018,Adult,Black,True,False,True,False,False,False,False,False,False,False,False,False
17C,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
33F,PM,10122018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
08I,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
32E,PM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
15H,AM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
40D,AM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
11A,PM,10132018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,True,False
24A,PM,10072018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
26I,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
41D,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
14B,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
19F,PM,10172018,Adult,Gray,True,True,True,False,False,False,False,False,True,False,False,True
06H,PM,10202018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,True
03F,AM,10062018,Juvenile,Gray,True,False,False,False,True,False,False,False,False,True,False,False
31E,PM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
38C,AM,10192018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
38C,AM,10192018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,True
32E,AM,10072018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
40B,PM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
02E,AM,10102018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
03D,PM,10102018,Adult,Cinnamon,True,False,False,False,True,False,False,False,False,False,False,False
41F,PM,10192018,Unknown,Unknown,False,False,False,False,False,False,False,False,False,False,False,False
16E,AM,10142018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
02I,AM,10062018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,True,False
36C,AM,10142018,Unknown,Gray,True,False,True,True,False,False,False,False,False,False,False,True
03D,PM,10102018,Juvenile,Gray,False,False,False,False,False,True,True,False,False,False,False,False
06G,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
07F,AM,10082018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
02F,PM,10142018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
14F,PM,10122018,Adult,Cinnamon,True,True,False,True,True,False,False,False,False,False,True,False
22C,PM,10062018,Adult,Gray,False,False,False,True,False,True,False,False,False,False,False,False
38I,PM,10142018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,True
34G,PM,10062018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,False,True
12E,AM,10172018,Juvenile,Gray,False,False,False,True,True,False,False,False,False,False,True,False
19D,PM,10082018,Unknown,Unknown,False,False,False,False,False,True,False,False,False,False,False,False
09H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
30A,PM,10202018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,False,True
34C,PM,10122018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
38F,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
04G,AM,10062018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,True,False
13A,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
34H,PM,10062018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,False,False
14D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
13D,PM,10182018,Adult,Gray,False,False,True,True,False,False,False,False,True,False,True,False
08I,AM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
32E,PM,10172018,Adult,Gray,False,False,False,True,True,False,True,False,False,False,False,False
10D,AM,10082018,Juvenile,Gray,False,True,True,False,False,False,False,False,False,False,False,False
13D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
13E,AM,10172018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
02E,AM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
10B,AM,10062018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
11I,PM,10122018,Adult,Gray,True,False,False,True,True,False,False,True,True,False,False,False
08B,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
07I,PM,10132018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,False,False
31I,PM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
04B,AM,10102018,Adult,Cinnamon,False,True,False,False,False,True,True,False,True,False,False,False
14D,AM,10142018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40B,AM,10192018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
08E,PM,10082018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
33E,AM,10142018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
01A,AM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
15F,PM,10102018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
33E,PM,10122018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
22D,PM,10122018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
40B,PM,10142018,Adult,Gray,False,False,True,False,False,True,True,False,False,False,False,True
20B,AM,10072018,Adult,Cinnamon,False,False,False,False,True,False,False,True,True,True,False,False
15E,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
35E,AM,10202018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
03B,AM,10102018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
32E,PM,10172018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,True
07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
07G,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,True
31E,PM,10062018,Adult,Gray,False,True,False,False,False,False,False,True,False,False,True,False
17B,AM,10102018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
08H,PM,10142018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
41C,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
07H,AM,10062018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
33I,PM,10062018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,True,False
17E,AM,10172018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,True,False
04C,PM,10102018,Juvenile,Cinnamon,True,True,False,False,False,False,False,False,False,False,False,False
32C,PM,10132018,Juvenile,Gray,True,False,True,False,False,False,False,False,False,False,False,False
33B,PM,10102018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,False,True
31C,PM,10102018,Adult,Gray,False,False,True,False,False,False,False,False,True,False,False,True
09G,PM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
04C,PM,10102018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
18D,AM,10182018,Adult,Gray,False,False,True,False,True,False,False,False,False,False,False,False
02G,AM,10102018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
40H,AM,10172018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
11B,PM,10142018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,False,False
21B,PM,10172018,Juvenile,Cinnamon,False,True,False,False,False,False,False,False,False,False,False,False
28D,PM,10192018,Adult,Black,False,False,False,False,True,False,False,False,False,False,False,True
09D,AM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
39D,AM,10082018,Adult,Gray,False,True,False,False,False,False,False,False,False,False,False,False
08C,PM,10132018,Juvenile,Gray,False,False,False,True,False,False,False,True,False,False,True,False
09G,PM,10072018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
15H,PM,10082018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
01I,PM,10122018,Juvenile,Gray,True,False,False,False,False,False,False,False,True,False,False,True
30B,AM,10072018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
01B,AM,10122018,Adult,Gray,False,False,True,True,False,False,False,False,False,False,True,False
