X,Y,Unique Squirrel ID,Hectare,Shift,Date,Age,Primary Fur Color,Running,Chasing,Climbing,Eating,Foraging,Kuks,Quaas,Tail flags,Tail twitches,Approaches,Indifferent,Runs from
-739.770.273.553.525,407.732.399.463.626,8A-AM-1013-03,08A,AM,10132018,Juvenile,Unknown,True,True,True,True,False,False,False,False,False,True,False,False
-739.728.660.779.622,407.753.294.525.644,12C-AM-1013-03,12C,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.760.942.252.437,407.742.035.674.209,9B-PM-1013-07,09B,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-739.758.464.905.133,407.725.957.408.841,8C-PM-1013-05,08C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
-73.974.420.668.782,407.749.628.597.465,10C-PM-1013-04,10C,PM,10132018,Unknown,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.552.861.155.228,40.788.973.931.872,32I-AM-1013-05,32I,AM,10132018,Adult,Cinnamon,False,False,True,False,True,False,False,True,False,False,True,False
-739.661.262.885.099,407.844.085.550.945,23D-AM-1013-01,23D,AM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,True,False,False
-739.521.950.056.404,40.794.937.340.845,39H-PM-1013-01,39H,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-73.974.467.903.723,407.686.520.352.868,4F-PM-1013-04,04F,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.587.401.274.261,407.960.322.222.949,37C-PM-1013-03,37C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.679.661.308.374,407.837.388.390.673,22C-AM-1013-01,22C,AM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.674.069.524.601,407.772.529.662.424,16F-PM-1013-02,16F,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-739.586.214.081.667,407.937.473.968.735,35D-PM-1013-03,35D,PM,10132018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.717.425.494.287,407.664.227.676.653,3I-PM-1013-07,03I,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.750.283.794.865,407.724.101.927.821,8C-PM-1013-08,08C,PM,10132018,Unknown,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-739.554.095.823.557,407.887.305.802.044,32I-AM-1013-01,32I,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
-739.539.734.770.934,407.956.055.442,39G-PM-1013-04,39G,PM,10132018,Adult,Gray,False,True,False,True,False,False,False,False,False,False,False,False
-739.743.990.576.746,407.768.690.723.163,12A-PM-1013-04,12A,PM,10132018,Unknown,Gray,False,True,False,False,False,False,False,False,False,False,True,False
-739.573.469.787.503,407.944.044.592.573,36E-AM-1013-03,36E,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.534.306.291.679,407.959.052.073.753,39G-PM-1013-07,39G,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.712.971.568.288,407.745.520.717.065,11E-AM-1013-02,11E,AM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.740.007.759.509,407.650.077.086.539,1H-PM-1013-01,01H,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.614.824.437.251,407.912.929.799.884,32C-PM-1013-03,32C,PM,10132018,Adult,Gray,False,True,False,False,False,False,False,False,True,False,False,False
-739.556.817.958.407,40.788.852.000.621,32I-AM-1013-02,32I,AM,10132018,Juvenile,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.752.000.129.992,407.732.918.122.239,8C-PM-1013-04,08C,PM,10132018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
-73.968.045.072.743,407.836.626.717.225,22C-AM-1013-02,22C,AM,10132018,Adult,Cinnamon,False,False,True,False,True,True,False,True,False,False,False,True
-739.763.433.202.401,407.738.473.490.681,9B-PM-1013-10,09B,PM,10132018,Juvenile,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
-739.590.502.257.662,40.794.290.363.687,36C-PM-1013-06,36C,PM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,False
-739.597.470.659.927,407.973.215.935.416,38A-PM-1013-01,38A,PM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,True,False,False,True
-739.530.809.650.496,407.959.176.317.705,40G-PM-1013-02,40G,PM,10132018,Adult,Gray,True,False,False,True,False,False,False,False,False,False,False,True
-739.785.675.798.034,407.672.992.405.289,1C-PM-1013-05,01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-739.702.788.578.386,407.694.484.997.295,7I-PM-1013-05,07I,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,True,False,False,False,False
-739.694.630.409.125,40.769.737.659.647,8I-PM-1013-01,08I,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.756.754.297.747,407.738.518.843.446,9B-PM-1013-02,09B,PM,10132018,Juvenile,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
-739.757.787.135.906,407.737.231.427.345,9B-PM-1013-03,09B,PM,10132018,Juvenile,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
-73.960.300.330.029,407.953.475.871.869,36B-AM-1013-03,36B,AM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.549.135.206.961,40.798.525.897.229,42D-PM-1013-03,42D,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.540.652.304.705,407.955.226.178.199,39G-PM-1013-05,39G,PM,10132018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,False
-73.954.482.814.186,407.987.031.768.001,42D-PM-1013-01,42D,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,True,False
-739.714.303.315.699,407.745.934.947.706,11E-AM-1013-04,11E,AM,10132018,Adult,Black,False,False,False,False,True,False,False,False,False,False,True,False
-739.602.166.876.979,407.953.811.003.986,36B-AM-1013-04,36B,AM,10132018,Unknown,Black,False,True,False,False,False,False,False,False,False,False,False,True
-739.601.486.483.164,407.943.724.108.626,35C-PM-1013-02,35C,PM,10132018,Unknown,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.597.418.366.664,407.964.417.084.985,37B-PM-1013-05,37B,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.659.010.238.417,407.791.683.666.215,18G-PM-1013-02,18G,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
-739.793.103.340.869,407.678.201.535.968,1C-PM-1013-06,01C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.561.141.662.309,407.976.258.458.604,40D-PM-1013-05,40D,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.756.810.453.606,407.756.257.458.036,11A-PM-1013-01,11A,PM,10132018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,True,False
-73.972.467.515.471,407.659.131.865.172,3I-PM-1013-05,03I,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.756.972.647.636,40.773.624.164.826,9B-PM-1013-04,09B,PM,10132018,Juvenile,Gray,False,False,True,False,False,False,False,False,True,False,True,False
-739.677.779.408.464,407.867.482.211.349,25A-AM-1013-02,25A,AM,10132018,Unknown,Gray,False,True,False,False,False,False,False,True,False,False,True,False
-739.612.398.509.782,407.950.033.150.385,35A-PM-1013-12,35A,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,True
-739.789.126.088.606,407.685.079.149.692,2C-PM-1013-08,02C,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,True,False,False
-739.742.804.552.383,407.707.167.671.865,7E-PM-1013-05,07E,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,False
-739.769.319.450.348,407.743.883.576.247,9A-AM-1013-11,09A,AM,10132018,Juvenile,Gray,True,True,False,False,False,False,False,False,False,False,True,False
-739.721.592.378.418,40.776.034.583.573,12C-AM-1013-02,12C,AM,10132018,Adult,Gray,False,True,False,False,False,True,False,False,False,False,True,False
-739.754.836.796.706,407.738.879.545.412,9B-PM-1013-01,09B,PM,10132018,Juvenile,Gray,False,False,False,False,False,False,False,False,True,False,True,False
-739.600.165.785.486,407.952.466.761.832,36B-PM-1013-03,36B,PM,10132018,Adult,Gray,True,True,False,False,False,False,False,False,True,False,False,True
-739.580.109.357.087,407.855.654.405.447,28I-AM-1013-01,28I,AM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,True
-739.757.536.187.319,407.755.119.810.678,11A-PM-1013-03,11A,PM,10132018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,True,False
-73.954.092.292.214,407.979.800.395.433,41E-PM-1013-05,41E,PM,10132018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.703.401.385.684,407.795.238.784.266,17C-PM-1013-01,17C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,True
-73.976.769.659.152,407.741.908.010.484,9A-AM-1013-04,09A,AM,10132018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.721.854.790.038,407.761.086.352.438,12C-AM-1013-01,12C,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.552.880.892.701,407.889.040.503.316,32I-AM-1013-04,32I,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
-739.580.785.600.617,407.957.981.310.897,37C-PM-1013-01,37C,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.529.230.207.908,407.960.663.442.573,40G-PM-1013-06,40G,PM,10132018,Juvenile,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.756.603.846.107,407.672.531.319.384,3F-PM-1013-03,03F,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,True,False,True,False
-73.975.062.146.111,407.723.417.173.451,8C-PM-1013-07,08C,PM,10132018,Unknown,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.745.305.540.008,407.742.043.234.014,10C-PM-1013-02,10C,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,True,False,True,True
-739.677.654.289.757,40.786.785.529.449,25A-AM-1013-03,25A,AM,10132018,Unknown,Gray,False,False,False,False,False,False,False,False,False,False,True,False
-739.790.010.565.108,407.685.732.369.544,2C-PM-1013-09,02C,PM,10132018,Adult,Unknown,False,False,True,False,False,False,False,False,False,False,False,False
-73.969.345.754.447,407.770.429.650.288,15E-AM-1013-02,15E,AM,10132018,Adult,Gray,True,False,True,False,False,False,False,False,False,True,False,False
-73.958.494.212.554,407.995.008.636.057,41A-AM-1013-01,41A,AM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.697.983.725.608,407.700.677.022.205,8I-PM-1013-09,08I,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.633.250.636.501,407.922.155.082.679,32A-PM-1013-09,32A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.607.608.482.656,407.954.687.648.248,36A-PM-1013-06,36A,PM,10132018,Unknown,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.753.283.783.695,407.733.043.910.649,8C-PM-1013-02,08C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,True,False,False,True,False
-739.603.620.122.205,407.955.965.755.851,36B-AM-1013-02,36B,AM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.606.344.681.252,407.958.337.780.644,37B-PM-1013-04,37B,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.615.602.805.554,407.945.662.185.621,35A-PM-1013-08,35A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,True
-739.609.704.650.925,407.938.786.854.735,34B-AM-1013-03,34B,AM,10132018,Adult,Cinnamon,True,False,True,False,False,False,False,False,False,True,False,True
-739.577.113.026.056,407.904.332.453.456,32G-PM-1013-02,32G,PM,10132018,Juvenile,Black,False,False,False,False,True,False,False,False,False,False,True,False
-739.591.667.162.801,407.937.602.121.568,35D-PM-1013-07,35D,PM,10132018,Juvenile,Gray,False,False,True,False,False,False,False,False,True,False,True,False
-739.600.964.585.868,407.952.339.524.416,36B-PM-1013-02,36B,PM,10132018,Adult,Gray,True,False,True,False,False,False,False,False,True,True,False,True
-739.792.091.200.122,407.685.845.475.313,2B-PM-1013-06,02B,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,True,False,False
-739.762.257.701.293,407.744.032.758.323,9A-AM-1013-08,09A,AM,10132018,Adult,Unknown,False,False,False,False,False,False,False,False,False,False,False,True
-739.738.481.771.673,407.706.540.698.938,7E-PM-1013-04,07E,PM,10132018,Adult,Gray,True,False,False,True,True,False,False,False,True,False,False,False
-739.591.957.793.992,407.949.568.873.453,36C-PM-1013-01,36C,PM,10132018,Adult,Gray,False,True,False,True,True,False,False,False,True,False,True,False
-739.565.533.783.499,407.974.368.491.287,40D-PM-1013-02,40D,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.635.028.497.015,407.928.207.574.906,32A-PM-1013-05,32A,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,True,False,False,False,True
-73.969.105.907,407.820.474.909.192,20B-PM-1013-08,20B,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.757.216.124.349,407.754.310.239.649,11A-PM-1013-05,11A,PM,10132018,Adult,Cinnamon,True,False,False,False,True,False,False,False,True,False,False,False
-739.770.235.090.023,40.774.135.208.066,9A-AM-1013-02,09A,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.681.093.100.008,407.731.753.915.361,11H-PM-1013-01,11H,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
-739.591.695.545.875,407.938.116.360.767,35D-PM-1013-08,35D,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.609.885.686.834,407.961.108.640.319,37A-PM-1013-01,37A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.773.096.718.574,407.738.053.862.489,8A-AM-1013-06,08A,AM,10132018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-73.960.657.061.561,407.956.150.744.102,36A-PM-1013-08,36A,PM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.708.301.070.924,407.820.200.927.465,19A-PM-1013-01,19A,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.612.349.421.547,407.959.586.475.744,36A-PM-1013-09,36A,PM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,True,False,False,True
-73.978.400.938.697,407.677.411.911.854,2C-PM-1013-03,02C,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.603.031.059.614,407.943.667.735.668,35C-PM-1013-05,35C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.708.083.587.471,407.825.429.441.583,19A-PM-1013-03,19A,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.772.422.664.657,40.773.436.329.163,8A-AM-1013-02,08A,AM,10132018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.719.111.470.164,407.758.789.855.474,12D-AM-1013-02,12D,AM,10132018,Adult,Gray,False,False,False,False,False,False,False,True,False,False,False,True
-739.694.468.044.483,40.770.360.886.038,8I-PM-1013-05,08I,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.552.035.011.902,407.889.851.896.334,32I-AM-1013-06,32I,AM,10132018,Adult,Cinnamon,False,False,True,False,True,False,False,True,False,False,True,False
-739.521.514.669.041,407.949.515.182.825,39H-PM-1013-03,39H,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,True,True,True
-739.640.016.324.897,407.921.759.097.124,32A-PM-1013-01,32A,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.601.259.189.134,407.955.350.609.057,36B-PM-1013-04,36B,PM,10132018,Unknown,Gray,True,False,False,True,False,False,False,False,False,False,False,True
-739.553.163.829.551,407.988.610.926.249,42D-PM-1013-04,42D,PM,10132018,Adult,Cinnamon,False,False,False,False,False,False,False,False,False,False,True,False
-739.773.858.189.627,40.770.807.701.562,5B-PM-1013-01,05B,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,False,False
-739.737.100.743.183,407.708.360.121.735,7E-PM-1013-03,07E,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,True,True,False,True,False
-739.749.457.516.921,407.676.712.372.245,3F-PM-1013-07,03F,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,True,False,False,False,True
-739.724.657.562.746,407.658.015.504.376,3I-PM-1013-06,03I,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.627.904.328.402,407.939.375.305.761,34A-PM-1013-04,34A,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.617.490.680.298,407.921.537.849.244,32C-PM-1013-06,32C,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
-739.788.117.755.401,407.707.347.137.469,5B-PM-1013-04,05B,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.568.300.899.773,407.935.855.743.354,36E-AM-1013-01,36E,AM,10132018,Juvenile,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.541.500.874.008,407.920.329.989.756,35H-AM-1013-02,35H,AM,10132018,Juvenile,Cinnamon,False,False,False,False,False,False,False,False,False,False,True,False
-739.638.397.790.384,407.828.950.272.904,23F-PM-1013-02,23F,PM,10132018,Adult,Gray,True,False,False,True,True,False,True,False,True,False,True,False
-739.596.505.138.955,407.940.367.734.988,35C-PM-1013-06,35C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-73.959.516.757.215,407.952.545.908.471,36C-PM-1013-04,36C,PM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,False,True
-739.519.081.627.768,407.973.148.719.421,41G-AM-1013-02,41G,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.793.082.679.745,407.679.930.598.805,2C-PM-1013-11,02C,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.520.280.004.414,407.946.345.014.466,39I-PM-1013-03,39I,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,True,False,False
-739.628.349.778.362,40.793.887.005.206,34A-PM-1013-03,34A,PM,10132018,Adult,Gray,False,True,False,False,True,False,False,False,False,False,False,False
-739.611.446.263.364,407.911.003.407.299,32D-AM-1013-03,32D,AM,10132018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
-739.794.367.096.274,407.672.720.598.482,1C-PM-1013-04,01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-739.707.339.200.738,407.796.333.355.689,17C-PM-1013-03,17C,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,False,False
-739.744.726.434.743,40.776.729.630.785,12A-PM-1013-03,12A,PM,10132018,Unknown,Gray,True,False,False,False,False,False,False,False,False,False,True,False
-739.704.449.096.084,407.689.970.778.303,6I-PM-1013-05,06I,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,True,False,False,False
-739.593.244.415.072,40.794.964.729.747,36C-PM-1013-03,36C,PM,10132018,Adult,Gray,False,True,False,True,True,False,False,False,True,False,True,False
-739.553.263.156.025,407.975.592.060.572,40D-PM-1013-04,40D,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.507.772.992.986,407.949.188.960.194,40I-PM-1013-01,40I,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.639.726.817.977,407.829.083.461.049,23F-PM-1013-01,23F,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.793.334.416.378,407.674.142.089.209,1C-PM-1013-02,01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-739.669.529.835.992,407.871.864.151.365,25A-AM-1013-05,25A,AM,10132018,Unknown,Gray,True,False,True,False,False,False,False,True,True,False,True,False
-739.577.629.744.539,407.897.460.758.298,32G-PM-1013-01,32G,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.762.187.733.662,407.739.282.973.004,9B-PM-1013-08,09B,PM,10132018,Juvenile,Cinnamon,False,False,False,False,True,False,False,True,False,False,True,False
-739.657.721.715.305,40.778.534.830.257,18G-PM-1013-03,18G,PM,10132018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,False,True
-739.694.979.297.007,407.694.667.408.721,7I-PM-1013-02,07I,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,True,False,False,False
-739.611.118.778.753,407.952.007.875.354,36A-PM-1013-01,36A,PM,10132018,Unknown,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.549.337.398.033,407.946.552.731.628,38F-PM-1013-01,38F,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.761.792.189.352,407.745.745.517.215,9A-AM-1013-09,09A,AM,10132018,Juvenile,Cinnamon,True,False,False,False,False,False,False,False,False,False,True,False
-739.796.409.671.481,407.679.049.871.186,1C-PM-1013-09,01C,PM,10132018,Adult,Cinnamon,False,False,False,True,True,False,False,False,False,False,False,False
-739.584.803.513.939,407.933.802.077.327,35D-PM-1013-01,35D,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,True,False
-739.777.998.932.399,407.709.815.865.334,5B-PM-1013-02,05B,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.719.109.949.232,407.723.138.521.327,9F-AM-1013-01,09F,AM,10132018,Adult,Black,False,False,False,True,False,False,False,False,False,False,False,True
-739.785.353.775.382,407.674.923.683.184,2C-PM-1013-01,02C,PM,10132018,Adult,Gray,True,True,False,False,False,False,False,False,False,False,False,False
-739.701.010.964.667,407.688.919.314.508,6I-PM-1013-02,06I,PM,10132018,Adult,Black,False,True,False,False,False,False,False,False,False,False,False,False
-739.558.943.880.051,407.971.535.141.896,40D-PM-1013-06,40D,PM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,True
-739.512.120.949.478,407.947.945.266.515,39I-PM-1013-01,39I,PM,10132018,Adult,Gray,False,False,False,True,False,False,False,False,False,False,False,False
-739.795.728.289.645,407.678.669.804.787,1C-PM-1013-07,01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-7.396.859.351.775,407.735.537.139.641,11H-PM-1013-03,11H,PM,10132018,Adult,Gray,False,False,False,False,False,False,False,False,False,False,True,False
-739.604.089.940.153,407.910.028.063.138,32D-AM-1013-04,32D,AM,10132018,Adult,Cinnamon,True,False,False,False,False,False,False,False,True,True,False,True
-739.705.509.170.542,407.689.416.540.228,6I-PM-1013-04,06I,PM,10132018,Adult,Black,False,False,False,True,False,False,False,False,True,False,False,False
-739.755.974.646.331,407.673.435.798.289,3F-PM-1013-01,03F,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,True,False
-739.560.396.440.844,407.945.080.361.909,37E-AM-1013-01,37E,AM,10132018,Adult,Gray,True,False,False,False,True,False,False,False,False,False,True,False
-739.611.300.905.602,407.918.743.735.665,32C-PM-1013-07,32C,PM,10132018,Adult,Gray,False,False,False,True,True,False,False,False,False,False,True,False
-739.563.662.963.703,407.991.952.101.949,42C-PM-1013-01,42C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.618.591.510.932,407.921.343.738.001,32C-PM-1013-11,32C,PM,10132018,Juvenile,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.735.655.529.245,407.716.072.681.474,7E-PM-1013-02,07E,PM,10132018,Adult,Gray,True,False,False,True,True,False,False,False,False,False,False,True
-739.599.197.612.389,407.954.836.456.006,36B-PM-1013-05,36B,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,True
-739.610.985.171.525,407.913.867.116.989,32D-AM-1013-01,32D,AM,10132018,Adult,Cinnamon,False,False,True,False,False,False,False,False,False,False,True,False
-739.616.770.335.086,407.921.648.631.096,32C-PM-1013-13,32C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,True,False,False,False
-739.765.269.282.059,407.746.876.635.248,9A-AM-1013-10,09A,AM,10132018,Juvenile,Cinnamon,False,False,True,True,False,False,False,False,False,False,False,True
-739.702.717.260.829,40.768.951.107.763,6I-PM-1013-03,06I,PM,10132018,Adult,Cinnamon,False,False,False,True,False,False,False,False,False,False,False,False
-739.796.470.494.747,407.678.370.925.485,1C-PM-1013-08,01C,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,False,False
-739.615.649.773.504,407.954.761.311.501,36A-PM-1013-02,36A,PM,10132018,Unknown,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.761.632.586.697,407.741.085.606.149,9B-PM-1013-05,09B,PM,10132018,Juvenile,Gray,True,False,False,False,False,False,False,True,False,False,True,False
-739.589.371.550.945,407.959.812.504.467,37C-PM-1013-04,37C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.581.544.682.422,407.958.081.306.449,37C-PM-1013-02,37C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,True,False
-739.594.676.326.588,407.984.457.363.388,39A-AM-1013-01,39A,AM,10132018,Juvenile,Cinnamon,True,False,False,True,True,False,False,False,False,False,False,True
-739.757.313.481.982,407.754.704.051.391,11A-PM-1013-04,11A,PM,10132018,Adult,Cinnamon,True,False,False,True,True,False,False,False,False,False,False,False
-739.721.279.808.683,407.661.158.663.901,3I-PM-1013-02,03I,PM,10132018,Adult,Cinnamon,False,False,False,False,True,False,False,False,False,False,True,False
-73.961.241.953.418,407.941.677.113.011,35B-PM-1013-07,35B,PM,10132018,Adult,Gray,True,False,True,True,False,False,False,False,False,True,True,True
-739.561.124.892.063,407.949.440.648.632,37E-AM-1013-04,37E,AM,10132018,Adult,Gray,False,False,True,True,False,True,False,False,False,False,False,True
-739.563.847.867.316,407.906.012.261.163,33G-AM-1013-03,33G,AM,10132018,?,Unknown,False,False,False,False,False,False,False,False,False,False,False,False
-739.684.657.285.532,407.840.113.573.723,22B-AM-1013-05,22B,AM,10132018,Adult,Gray,False,False,True,False,False,False,False,False,False,False,False,False
-739.676.370.985.166,407.869.888.639.434,25A-AM-1013-01,25A,AM,10132018,Unknown,Gray,False,False,False,True,False,False,False,False,False,False,True,False
-739.628.525.533.831,407.938.449.345.017,34A-PM-1013-02,34A,PM,10132018,Adult,Gray,False,False,True,True,True,False,False,False,False,False,False,False
-739.791.085.350.047,407.677.025.342.633,2C-PM-1013-12,02C,PM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,True,False,False
-739.684.790.657.851,407.838.818.717.863,22B-AM-1013-01,22B,AM,10132018,Adult,Gray,False,False,False,False,True,False,False,False,False,False,False,False
-739.615.500.510.038,407.920.799.263.699,32C-PM-1013-05,32C,PM,10132018,Adult,Gray,True,False,False,False,False,False,False,False,False,False,False,False
